,country,frequency,variable,value_x,value_y,count_percent
2141,Switzerland,Sometimes,participateInMathClub,118,7394,1.6
2142,Switzerland,Often,participateInMathClub,74,7394,1.0
2143,Switzerland,Always or almost always,participateInMathClub,64,7394,0.87
2144,Thailand,Never or rarely,participateInMathClub,1916,4403,43.52
2145,Thailand,Sometimes,participateInMathClub,1613,4403,36.63
2146,Thailand,Often,participateInMathClub,639,4403,14.51
2147,Thailand,Always or almost always,participateInMathClub,235,4403,5.34
2148,Tunisia,Never or rarely,participateInMathClub,2190,2775,78.92
2149,Tunisia,Sometimes,participateInMathClub,239,2775,8.61
2150,Tunisia,Often,participateInMathClub,188,2775,6.77
2151,Tunisia,Always or almost always,participateInMathClub,158,2775,5.69
2152,Turkey,Never or rarely,participateInMathClub,2428,3178,76.4
2153,Turkey,Sometimes,participateInMathClub,480,3178,15.1
2154,Turkey,Often,participateInMathClub,166,3178,5.22
2155,Turkey,Always or almost always,participateInMathClub,104,3178,3.27
2156,United Arab Emirates,Never or rarely,participateInMathClub,4738,7355,64.42
2157,United Arab Emirates,Sometimes,participateInMathClub,1249,7355,16.98
2158,United Arab Emirates,Often,participateInMathClub,782,7355,10.63
2159,United Arab Emirates,Always or almost always,participateInMathClub,586,7355,7.97
2160,United Kingdom,Never or rarely,participateInMathClub,7447,8286,89.87
2161,United Kingdom,Sometimes,participateInMathClub,506,8286,6.11
2162,United Kingdom,Often,participateInMathClub,212,8286,2.56
2163,United Kingdom,Always or almost always,participateInMathClub,121,8286,1.46
2164,United States of America,Never or rarely,participateInMathClub,2931,3191,91.85
2165,United States of America,Sometimes,participateInMathClub,136,3191,4.26
2166,United States of America,Often,participateInMathClub,78,3191,2.44
2167,United States of America,Always or almost always,participateInMathClub,46,3191,1.44
2168,Uruguay,Never or rarely,participateInMathClub,3115,3335,93.4
2169,Uruguay,Sometimes,participateInMathClub,99,3335,2.97
2170,Uruguay,Often,participateInMathClub,62,3335,1.86
2171,Uruguay,Always or almost always,participateInMathClub,59,3335,1.77
2172,Vietnam,Never or rarely,participateInMathClub,2415,3259,74.1
2173,Vietnam,Sometimes,participateInMathClub,645,3259,19.79
2174,Vietnam,Often,participateInMathClub,165,3259,5.06
2175,Vietnam,Always or almost always,participateInMathClub,34,3259,1.04
